SDO_SP_ID,DIV_CODE,CIR_SP_ID,ZON_SP_ID,SDO_NAME,DIV_NAME,CIRCLE_NAME,ZONE_NAME,DISCOM
SDO3322611,DIV332261,CIR33226,ZNE33,EDSD LAKHIMPUR,EDD  LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3322711,DIV332271,CIR33227,ZNE33,EDSD I GOLA,EDD I GOLA,EDC GOLA,RAEBARELI,MVVNL
SDO3322712,DIV332271,CIR33227,ZNE33,EDSD II GOLA,EDD I GOLA,EDC GOLA,RAEBARELI,MVVNL
SDO3322713,DIV332271,CIR33227,ZNE33,EDSD III GOLA,EDD I GOLA,EDC GOLA,RAEBARELI,MVVNL
SDO3323231,DIV332323,CIR33232,ZNE33,EDSD BISWAN,EDD BISWAN,EDC SITAPUR,RAEBARELI,MVVNL
SDO3323232,DIV332323,CIR33232,ZNE33,EDSD LAHARPUR,EDD BISWAN,EDC SITAPUR,RAEBARELI,MVVNL
SDO3323241,DIV332324,CIR33232,ZNE33,EDSD MAHMUDABAD,EDD MAHMUDABAD,EDC SITAPUR,RAEBARELI,MVVNL
SDO3324141,DIV332414,CIR33241,ZNE33,EDSDI SANDILA,EDD SANDILA,EDC HARDOI,RAEBARELI,MVVNL
SDO3419231,DIV341923,CIR34192,ZNE34,EDSD I BAHERI,EDD BAHERI,EDC BAREILLY,BAREILLY I,MVVNL
SDO3419241,DIV341924,CIR34192,ZNE34,EDSD I AONLA,EDD AONLA,EDC BAREILLY,BAREILLY I,MVVNL
SDO3420411,DIV342041,CIR34204,ZNE34,EDSD NAKTADANA,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3420412,DIV342041,CIR34204,ZNE34,EDSD I AMRIYA,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3420421,DIV342042,CIR34204,ZNE34,EDSD I PURANPUR,EDD PURANPUR,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3421351,DIV342135,CIR34213,ZNE34,EDSD I JALALABAD,EDD JALALABAD,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3549212,DIV354921,CIR35492,ZNE35,EDSD GHANTAGHAR,EDD BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3549221,DIV354922,CIR35492,ZNE35,EDSD I NANPARA,EDD-NANPARA  BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3551311,DIV355131,CIR35513,ZNE35,EDSD I BALRAMPUR,EDD BALRAMPUR,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3552111,DIV355211,CIR35521,ZNE35,EDSD BARAGAON,EDD GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3626011,DIV362601,CIR36260,ZNE36,AHIBARANPUR,EUDD_DALIGANJ,EUDC-PURANIA,JANKIPURAM ZONE,MVVNL
SDO3626021,DIV362602,CIR36260,ZNE36,VIKAS NAGAR,EUDD-JANKIPURAM LUCKNOW,EUDC-PURANIA,JANKIPURAM ZONE,MVVNL
SDO3626031,DIV362603,CIR36260,ZNE36,NEW CAMPUS,EDD_BKT,EUDC-PURANIA,JANKIPURAM ZONE,MVVNL
SDO3626221,DIV362622,CIR36262,ZNE36,VIBHUTI KHAND,EUDD_GOMTINAGAR,EUDC-GOMTI NAGAR,JANKIPURAM ZONE,MVVNL
SDO3626261,DIV362626,CIR36262,ZNE36,CHINHAT,EUDD_CHINHAT,EUDC-GOMTI NAGAR,JANKIPURAM ZONE,MVVNL
SDO3626611,DIV362661,CIR36266,ZNE36,UNIVERSITY,EUDD_UNIVERSITY,EUDC-MAHANAGAR,JANKIPURAM ZONE,MVVNL
SDO3626631,DIV362663,CIR36266,ZNE36,MAHANAGAR,EUDD_MAHANAGAR,EUDC-MAHANAGAR,JANKIPURAM ZONE,MVVNL
SDO3626651,DIV362665,CIR36266,ZNE36,GSI,EUDD_SITAPUR_RD,EUDC-MAHANAGAR,JANKIPURAM ZONE,MVVNL
SDO3626911,DIV362691,CIR36269,ZNE36,HAL,EUDD_INDIRA_NGR,EUDC-INDIRA NAGAR,JANKIPURAM ZONE,MVVNL
SDO3626921,DIV362692,CIR36269,ZNE36,SECTOR 14 OLD,EUDD_MUNSIPULIA,EUDC-INDIRA NAGAR,JANKIPURAM ZONE,MVVNL
SDO3126019,DIV312601,CIR31260,ZNE31,(Temp SDO) 3126019,Daliganj,EUDC 10,LKO CENTRAL,MVVNL
SDO3325441,DIV332544,CIR33254,ZNE33,EDSD I BANGARMAU,EDD IV UNNAO BANGARMAU,EDC UNNAO,RAEBARELI,MVVNL
SDO3419119,DIV341911,CIR34191,ZNE34,(TEMP SDO) 3419119,EUDD I BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3249329,DIV324932,CIR32493,ZNE32,(Temp SDO) 3249329,EDD-BAHRAICH,EDC-GONDA,AYODHYA ZONE,MVVNL
SDO3249329,DIV354921,CIR35492,ZNE35,(Temp SDO) 3249329,EDD BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3126111,DIV312611,CIR31261,ZNE31,EDSD Hussainganj,EUDD_HUSAINGANJ,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3419121,DIV341912,CIR34191,ZNE34,EDSD QUILA,EUDD II BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3419131,DIV341913,CIR34191,ZNE34,EDSD SHAHDANA,EUDD III BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3245221,DIV324522,CIR32452,ZNE32,EDSD Barabanki 1,EDD BARABANKI,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3323213,DIV332321,CIR33232,ZNE33,EDSD III AELIYA,EDD SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3626263,DIV362626,CIR36262,ZNE36,EDSD Gomti Nagar Vistar,EUDD_CHINHAT,EUDC-GOMTI NAGAR,JANKIPURAM ZONE,MVVNL
SDO3626912,DIV362691,CIR36269,ZNE36,EDSD Sector 25,EUDD_INDIRA_NGR,EUDC-INDIRA NAGAR,JANKIPURAM ZONE,MVVNL
SDO3419133,DIV341913,CIR34191,ZNE34,EDSD DD PURAM,EUDD III BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3551312,DIV355131,CIR35513,ZNE35,EDSD II BALRAMPUR,EDD BALRAMPUR,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3626652,DIV362665,CIR36266,ZNE36,EDSD Faizullaganj,EUDD_SITAPUR_RD,EUDC-MAHANAGAR,JANKIPURAM ZONE,MVVNL
SDO3126454,DIV312645,CIR31264,ZNE31,EDSD AMETHI LUCKNOW,EDD Mohanlalganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3126452,DIV312645,CIR31264,ZNE31,EDSD GOSAIGANJ,EDD Mohanlalganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3325442,DIV332544,CIR33254,ZNE33,EDSD III BANGARMAU RURAL,EDD IV UNNAO BANGARMAU,EDC UNNAO,RAEBARELI,MVVNL
SDO3126143,DIV312614,CIR31261,ZNE31,EDSD Cantt,EUDD_RAJBHAWAN,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3245223,DIV324522,CIR32452,ZNE32,EDSD Barabanki 3,EDD BARABANKI,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3126351,DIV312635,CIR31263,ZNE31,EDSD Uptron,EUDD_UPTRON,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3626034,DIV362603,CIR36260,ZNE36,EDSD Itaunja,EDD_BKT,EUDC-PURANIA,JANKIPURAM ZONE,MVVNL
SDO3126833,DIV312683,CIR31268,ZNE31,EDSD Balaganj,EUDD_THAKURGANJ,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3421323,DIV342132,CIR34213,ZNE34,EDSD CHARKHAMBA,EDD-SHAJAHANPUR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3126811,DIV312681,CIR31268,ZNE31,EDSD Victoria,EUDD_CHOWK,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3126141,DIV312614,CIR31261,ZNE31,EDSD Raj Bhavan,EUDD_RAJBHAWAN,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126832,DIV312683,CIR31268,ZNE31,EDSD Chaupatiya,EUDD_THAKURGANJ,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3126731,DIV312673,CIR31267,ZNE31,EDSD Rajni Khand,EUDD_VRINDAVAN,EUDC VRINDAVAN,LKO CENTRAL,MVVNL
SDO3418124,DIV341812,CIR34181,ZNE34,EDSD IV KAKRALA,EDD-BILSI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3325411,DIV332541,CIR33254,ZNE33,EDSD I UNNAO,EDD-PDNAGAR UNNAO,EDC UNNAO,RAEBARELI,MVVNL
SDO3327311,DIV332731,CIR33273,ZNE33,EDSD MADHUBAN,EDD  RAEBARELI,EDC RAEBARELI-I,RAEBARELI,MVVNL
SDO3418133,DIV341813,CIR34181,ZNE34,EDSD III ASAFPUR,EDD-BISAULI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3418131,DIV341813,CIR34181,ZNE34,EDSD I BISAULI,EDD-BISAULI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3126312,DIV312631,CIR31263,ZNE31,EDSD Talkatora,EUDD_AISHBAGH,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126821,DIV312682,CIR31268,ZNE31,EDSD Residency,EUDD_RESIDENCY,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3626012,DIV362601,CIR36260,ZNE36,EDSD Purania,EUDD_DALIGANJ,EUDC-PURANIA,JANKIPURAM ZONE,MVVNL
SDO3322613,DIV332261,CIR33226,ZNE33,EDSD GARHI,EDD  LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3323214,DIV332321,CIR33232,ZNE33,EDSD II SITAPUR TOWN,EDD SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3324125,DIV332412,CIR33241,ZNE33,EDSD KOYALBAGH,EDD  HARDOI,EDC HARDOI,RAEBARELI,MVVNL
SDO3247312,DIV324731,CIR32473,ZNE32,EDSD Katehari,EDD-AMBEDKARNAGAR,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3551334,DIV355133,CIR35513,ZNE35,EDSD PACHPERWA,EDD TULSIPUR,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3419242,DIV341924,CIR34192,ZNE34,EDSD II AONLA,EDD AONLA,EDC BAREILLY,BAREILLY I,MVVNL
SDO3324132,DIV332413,CIR33241,ZNE33,EDSD II PIHANI,EDD SHAHABAD,EDC HARDOI,RAEBARELI,MVVNL
SDO3246111,DIV324611,CIR32461,ZNE32,EDSD Fesu 1,EDD-AYODHYA DHAM AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3626632,DIV362663,CIR36266,ZNE36,EDSD Nirala Nagar,EUDD_MAHANAGAR,EUDC-MAHANAGAR,JANKIPURAM ZONE,MVVNL
SDO3626612,DIV362661,CIR36266,ZNE36,EDSD Ekka Stand,EUDD_UNIVERSITY,EUDC-MAHANAGAR,JANKIPURAM ZONE,MVVNL
SDO3325412,DIV332541,CIR33254,ZNE33,EDSD II UNNAO,EDD-PDNAGAR UNNAO,EDC UNNAO,RAEBARELI,MVVNL
SDO3246112,DIV324611,CIR32461,ZNE32,EDSD Fesu 2,EDD-AYODHYA DHAM AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3327312,DIV332731,CIR33273,ZNE33,EDSD GORA BAZAR,EDD  RAEBARELI,EDC RAEBARELI-I,RAEBARELI,MVVNL
SDO3247314,DIV324731,CIR32473,ZNE32,EDSD Shahzadpur,EDD-AMBEDKARNAGAR,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3626032,DIV362603,CIR36260,ZNE36,EDSD GPRA,EDD_BKT,EUDC-PURANIA,JANKIPURAM ZONE,MVVNL
SDO3419111,DIV341911,CIR34191,ZNE34,EDSD CIVIL LINES,EUDD I BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3126812,DIV312681,CIR31268,ZNE31,EDSD Nadan Mahal,EUDD_CHOWK,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3245212,DIV324521,CIR32452,ZNE32,EDSD Zaidpur,EDD_RS_GHAT,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3418111,DIV341811,CIR34181,ZNE34,EDSD PANWARIYA,EDD BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3126462,DIV312646,CIR31264,ZNE31,EDSD MALIHABAD,EDD Malihabad,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3549234,DIV354923,CIR35492,ZNE35,EDSD III FAKHARPUR,EDD-KAISERGANJ  BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3126332,DIV312633,CIR31263,ZNE31,Sub Division Office,KANPUR RD,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126239,DIV312623,CIR31262,ZNE31,(Temp SDO) 3126239,ALIGANJ,CIR31262,LKO CENTRAL,MVVNL
SDO3126339,DIV312633,CIR31263,ZNE31,(Temp SDO) 3126339,KANPUR RD,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126349,DIV312634,CIR31263,ZNE31,(Temp SDO) 3126349,EUDD_RAJAJIPURM,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126331,DIV312633,CIR31263,ZNE31,(Temp SDO) 3126331,KANPUR RD,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126169,DIV312616,CIR31261,ZNE31,(Temp SDO) 3126169,THAKUR GANJ,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126229,DIV312622,CIR31262,ZNE31,(Temp SDO) 3126229,GOMTINAGAR,CIR31262,LKO CENTRAL,MVVNL
SDO3126149,DIV312614,CIR31261,ZNE31,(Temp SDO) 3126149,EUDD_RAJBHAWAN,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126159,DIV312615,CIR31261,ZNE31,(Temp SDO) 3126159,EUDD_AMINABAD,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126119,DIV312611,CIR31261,ZNE31,(Temp SDO) 3126119,EUDD_HUSAINGANJ,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126139,DIV312613,CIR31261,ZNE31,(Temp SDO) 3126139,RESIDENCY,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126449,DIV312644,CIR31264,ZNE31,(Temp SDO) 3126449,BAKSHI KA TALAB,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3126129,DIV312612,CIR31261,ZNE31,(Temp SDO) 3126129,CHOWK,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126219,DIV312621,CIR31262,ZNE31,(Temp SDO) 3126219,INDIRA NAGAR,CIR31262,LKO CENTRAL,MVVNL
SDO3126439,DIV312643,CIR31264,ZNE31,(Temp SDO) 3126439,Raheem Nagar,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3126629,DIV312662,CIR31266,ZNE31,(Temp SDO) 3126629,RAHIMNAGAR,EUDC-6,LKO CENTRAL,MVVNL
SDO3126639,DIV312663,CIR31266,ZNE31,(Temp SDO) 3126639,MAHANAGAR,EUDC-6,LKO CENTRAL,MVVNL
SDO3126649,DIV312601,CIR31260,ZNE31,(Temp SDO) 3126649,Daliganj,EUDC 10,LKO CENTRAL,MVVNL
SDO3126311,DIV312631,CIR31263,ZNE31,AISHBAGH,EUDD_AISHBAGH,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126341,DIV312634,CIR31263,ZNE31,RAJAJIPURAM NEW,EUDD_RAJAJIPURM,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126121,DIV312612,CIR31261,ZNE31,(Temp SDO) 3126121,CHOWK,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126161,DIV312616,CIR31261,ZNE31,(Temp SDO) 3126161,THAKUR GANJ,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126459,DIV312645,CIR31264,ZNE31,(Temp sdo) 3126459,EDD Mohanlalganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3419212,DIV341921,CIR34192,ZNE34,EDSD I MEERGANJ,EDD-RAMPURROAD BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3419211,DIV341921,CIR34192,ZNE34,EDSD II NAWABGANJ,EDD-RAMPURROAD BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3419229,DIV341922,CIR34192,ZNE34,(Temp sdo) 3419229,EDD-SAJAHANPURROAD  BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3323229,DIV332322,CIR33232,ZNE33,(Temp SDO) 3323229,EDD-SIDHAULI  SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3323228,DIV332322,CIR33232,ZNE33,(Temp SDO) 3323228,EDD-SIDHAULI  SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3249328,DIV324932,CIR32493,ZNE32,(Temp SDO) 3249328,EDD-BAHRAICH,EDC-GONDA,AYODHYA ZONE,MVVNL
SDO3322239,DIV332223,CIR33222,ZNE33,(Temp sdo) 3322239,EDD-GOLA,SITAPUR,RAEBARELI,MVVNL
SDO3418118,DIV341811,CIR34181,ZNE34,(Temp sdo) 3418118,EDD BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3418139,DIV341813,CIR34181,ZNE34,(Temp sdo) 3418139,EDD-BISAULI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3322232,DIV332223,CIR33222,ZNE33,EDSD-III PALIA,EDD-GOLA,SITAPUR,RAEBARELI,MVVNL
SDO3249331,DIV324933,CIR32493,ZNE32,EDSD-III GONDA,EDD-GONDA,EDC-GONDA,AYODHYA ZONE,MVVNL
SDO3421333,DIV342133,CIR34213,ZNE34,EDSD SHAHAJHANPUR,EDD-CHINOR SHAJAHANPUR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3419222,DIV341922,CIR34192,ZNE34,EDSD I FARIDPUR,EDD-SAJAHANPURROAD  BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3246121,DIV324612,CIR32461,ZNE32,EDSD-AYODHYA GOSAIGANJ,EDD-DARSHAN NAGAR  AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3325422,DIV332542,CIR33254,ZNE33,EDSD II MAGARWARA,EDD-MAGARWARA UNNAO,EDC UNNAO,RAEBARELI,MVVNL
SDO3249311,DIV324931,CIR32493,ZNE32,EDSD-I,EDD-BALRAMPUR,EDC-GONDA,AYODHYA ZONE,MVVNL
SDO3421332,DIV342133,CIR34213,ZNE34,EDSD II JMAPUR,EDD-CHINOR SHAJAHANPUR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3322238,DIV332223,CIR33222,ZNE33,(TEMP SDO) 3322238,EDD-GOLA,SITAPUR,RAEBARELI,MVVNL
SDO3246139,DIV324613,CIR32461,ZNE32,(TEMP SDO) 3246139,EDD-MILKIPUR  AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3418112,DIV341811,CIR34181,ZNE34,EDSD NAWADA,EDD BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3419129,DIV341912,CIR34191,ZNE34,(Temp sdo) 3419129,EUDD II BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3325421,DIV332542,CIR33254,ZNE33,EDSD I SHUKLAGANJ,EDD-MAGARWARA UNNAO,EDC UNNAO,RAEBARELI,MVVNL
SDO3418141,DIV341814,CIR34181,ZNE34,EDSD I BADAUNUJHANI,EDD-UJHANI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3418142,DIV341814,CIR34181,ZNE34,EDSD II SAHASWAN,EDD-UJHANI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3324131,DIV332413,CIR33241,ZNE33,EDSD I SHAHABAD,EDD SHAHABAD,EDC HARDOI,RAEBARELI,MVVNL
SDO3322721,DIV332272,CIR33227,ZNE33,EDSD III MOHAMMADI,EDD II MOHAMMADI,EDC GOLA,RAEBARELI,MVVNL
SDO3420431,DIV342043,CIR34204,ZNE34,EDSD I BISALPUR,EDD-BISALPUR  PILIBHIT,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3322731,DIV332273,CIR33227,ZNE33,EDSD I PALIA,EDD III PALIYA,EDC GOLA,RAEBARELI,MVVNL
SDO3419213,DIV341921,CIR34192,ZNE34,EDSD III RITHORA,EDD-RAMPURROAD BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3551321,DIV355132,CIR35513,ZNE35,EDSD BHINGA,EDD SHARVASTI,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3126422,DIV312642,CIR31264,ZNE31,EDSD FATEHGANJ,EDD Dubagga,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3626222,DIV362622,CIR36262,ZNE36,EDSD Vishwas Khand,EUDD_GOMTINAGAR,EUDC-GOMTI NAGAR,JANKIPURAM ZONE,MVVNL
SDO3419132,DIV341913,CIR34191,ZNE34,EDSD RAJENDRA NAGAR,EUDD III BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3126342,DIV312634,CIR31263,ZNE31,EDSD Rajajipuram Old,EUDD_RAJAJIPURM,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126822,DIV312682,CIR31268,ZNE31,EDSD Rajendra Nagar,EUDD_RESIDENCY,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3126711,DIV312671,CIR31267,ZNE31,EDSD Alambagh,EUDD_ALAMBAGH,EUDC VRINDAVAN,LKO CENTRAL,MVVNL
SDO3324123,DIV332412,CIR33241,ZNE33,EDSD I CITY POWER HOUSE,EDD  HARDOI,EDC HARDOI,RAEBARELI,MVVNL
SDO3626033,DIV362603,CIR36260,ZNE36,EDSD BKT,EDD_BKT,EUDC-PURANIA,JANKIPURAM ZONE,MVVNL
SDO3549236,DIV354923,CIR35492,ZNE35,EDSD III VISHESHWARGANJ,EDD-KAISERGANJ  BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3551324,DIV355132,CIR35513,ZNE35,EDSD GILAULA,EDD SHARVASTI,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3421312,DIV342131,CIR34213,ZNE34,EDSD II MEERANPUR,EDD TILHAR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3126152,DIV312615,CIR31261,ZNE31,EDSD Aminabad 2,EUDD_AMINABAD,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126142,DIV312614,CIR31261,ZNE31,EDSD Clyde Road,EUDD_RAJBHAWAN,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3246113,DIV324611,CIR32461,ZNE32,EDSD Ayodhya,EDD-AYODHYA DHAM AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3419112,DIV341911,CIR34191,ZNE34,EDSD KUTUBKHANA,EUDD I BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3549211,DIV354921,CIR35492,ZNE35,EDSD I BAHRAICH,EDD BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3418113,DIV341811,CIR34181,ZNE34,EDSD I BADAUNTOWN,EDD BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3626022,DIV362602,CIR36260,ZNE36,EDSD Engg College,EUDD-JANKIPURAM LUCKNOW,EUDC-PURANIA,JANKIPURAM ZONE,MVVNL
SDO3420413,DIV342041,CIR34204,ZNE34,EDSD RAMLEELA RURAL,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3324124,DIV332412,CIR33241,ZNE33,EDSD SANDI ROAD RURAL,EDD  HARDOI,EDC HARDOI,RAEBARELI,MVVNL
SDO3248412,DIV324841,CIR32484,ZNE32,EDSD KNI,EDD  SULTANPUR,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3126423,DIV312642,CIR31264,ZNE31,EDSD FCI KAKORI,EDD Dubagga,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3551332,DIV355133,CIR35513,ZNE35,EDSD UTRAULA,EDD TULSIPUR,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3325423,DIV332542,CIR33254,ZNE33,EDSD BANTHAR,EDD-MAGARWARA UNNAO,EDC UNNAO,RAEBARELI,MVVNL
SDO3549224,DIV354922,CIR35492,ZNE35,EDSD IV MAHSI,EDD-NANPARA  BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3126411,DIV312641,CIR31264,ZNE31,EDSD NADARGANJ,EDD Nadarganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3126413,DIV312641,CIR31264,ZNE31,EDSD GEHRU,EDD Nadarganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3421322,DIV342132,CIR34213,ZNE34,EDSD ROZA,EDD-SHAJAHANPUR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3126352,DIV312635,CIR31263,ZNE31,EDSD Noorbari,EUDD_UPTRON,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3322612,DIV332261,CIR33226,ZNE33,EDSD CHHAUCHH,EDD  LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3626262,DIV362626,CIR36262,ZNE36,EDSD Kamta,EUDD_CHINHAT,EUDC-GOMTI NAGAR,JANKIPURAM ZONE,MVVNL
SDO3324112,DIV332411,CIR33241,ZNE33,EDSD II MALLANWA,EDD-BILGRAM  HARDOI,EDC HARDOI,RAEBARELI,MVVNL
SDO3419122,DIV341912,CIR34191,ZNE34,EDSD PARASKHERA,EUDD II BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3626922,DIV362692,CIR36269,ZNE36,EDSD Sector 14 New,EUDD_MUNSIPULIA,EUDC-INDIRA NAGAR,JANKIPURAM ZONE,MVVNL
SDO3420416,DIV342041,CIR34204,ZNE34,EDSD STORE CENTER,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3325413,DIV332541,CIR33254,ZNE33,EDSD BICHHIYA,EDD-PDNAGAR UNNAO,EDC UNNAO,RAEBARELI,MVVNL
SDO3419223,DIV341922,CIR34192,ZNE34,EDSD II BAREILLY,EDD-SAJAHANPURROAD  BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3551331,DIV355133,CIR35513,ZNE35,EDSD TULSIPUR,EDD TULSIPUR,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3246153,DIV324615,CIR32461,ZNE32,EDSD Patranga,EDD_RUDAULI,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3126412,DIV312641,CIR31264,ZNE31,EDSD UTRATHIA,EDD Nadarganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3419113,DIV341911,CIR34191,ZNE34,EDSD SUBHASH NAGAR,EUDD I BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
